bit_index,kind,message_index,expected_bit,decoded_bit,median_value,sample_count,correct,video
1,guard_or_pad,-1,0,1,-0.001650855760090053,107,0,7-1T6.mp4
4,guard_or_pad,-1,0,1,-0.002892476972192526,96,0,7-1T6.mp4
5,guard_or_pad,-1,0,1,0.043983399868011475,11,0,7-1T6.mp4
8,guard_or_pad,-1,0,0,1.0014050006866455,107,1,7-1T6.mp4
11,guard_or_pad,-1,0,1,0.0314648412168026,107,0,7-1T6.mp4
14,guard_or_pad,-1,0,0,0.994865894317627,40,1,7-1T6.mp4
15,guard_or_pad,-1,0,0,0.9826748967170715,67,1,7-1T6.mp4
18,guard_or_pad,-1,0,0,0.9857969284057617,107,1,7-1T6.mp4
21,preamble,0,0,0,0.99793541431427,107,1,7-1T6.mp4
25,preamble,0,0,0,0.99793541431427,107,1,7-1T6.mp4
28,preamble,0,1,1,-0.014459539204835892,107,1,7-1T6.mp4
31,preamble,0,0,0,0.9665831327438354,107,1,7-1T6.mp4
35,preamble,0,0,0,0.9668682813644409,107,1,7-1T6.mp4
38,preamble,0,1,1,0.05573948100209236,107,1,7-1T6.mp4
41,preamble,0,0,0,1.045501947402954,107,1,7-1T6.mp4
45,preamble,0,0,0,1.0426669120788574,107,1,7-1T6.mp4
48,preamble,0,1,1,0.0017751642735674977,107,1,7-1T6.mp4
51,preamble,0,0,0,0.9699414372444153,107,1,7-1T6.mp4
55,payload,0,1,0,0.9746557474136353,107,0,7-1T6.mp4
58,payload,0,1,0,0.9899038076400757,107,0,7-1T6.mp4
61,payload,0,1,0,0.9379761815071106,107,0,7-1T6.mp4
65,preamble,1,1,1,0.019760996103286743,107,1,7-1T6.mp4
68,preamble,1,0,0,0.9703210592269897,107,1,7-1T6.mp4
71,preamble,1,1,1,-0.014525127597153187,107,1,7-1T6.mp4
75,preamble,1,1,1,-0.013872120529413223,107,1,7-1T6.mp4
78,preamble,1,0,0,0.9885339736938477,107,1,7-1T6.mp4
81,preamble,1,1,1,-0.013425433076918125,107,1,7-1T6.mp4
85,preamble,1,1,1,-0.013425433076918125,107,1,7-1T6.mp4
88,preamble,1,0,0,0.9872143864631653,107,1,7-1T6.mp4
91,preamble,1,1,1,-0.0042298343032598495,107,1,7-1T6.mp4
95,payload,1,1,0,0.968569815158844,107,0,7-1T6.mp4
98,payload,1,1,0,0.968569815158844,107,0,7-1T6.mp4
101,payload,1,1,1,0.0022283834405243397,107,1,7-1T6.mp4
105,payload,1,0,1,0.0022283834405243397,107,0,7-1T6.mp4
108,preamble,2,1,0,0.9133861064910889,107,0,7-1T6.mp4
111,preamble,2,0,0,0.9133861064910889,107,1,7-1T6.mp4
115,preamble,2,0,1,0.006305780727416277,107,0,7-1T6.mp4
118,preamble,2,1,1,0.006305780727416277,107,1,7-1T6.mp4
121,preamble,2,0,0,0.9461147785186768,107,1,7-1T6.mp4
125,preamble,2,0,0,0.9461147785186768,107,1,7-1T6.mp4
128,preamble,2,1,0,1.159751296043396,107,0,7-1T6.mp4
131,preamble,2,0,0,1.159751296043396,107,1,7-1T6.mp4
135,preamble,2,0,1,0.024432983249425888,107,0,7-1T6.mp4
138,payload,2,1,1,0.024432983249425888,107,1,7-1T6.mp4
141,payload,2,1,0,0.947530210018158,107,0,7-1T6.mp4
145,payload,2,0,0,0.947530210018158,107,1,7-1T6.mp4
148,payload,2,0,1,0.0,107,0,7-1T6.mp4
151,preamble,3,1,1,0.0,107,1,7-1T6.mp4
155,preamble,3,1,0,0.9297778606414795,107,0,7-1T6.mp4
158,preamble,3,0,0,0.9297778606414795,107,1,7-1T6.mp4
161,preamble,3,1,0,0.9328466057777405,107,0,7-1T6.mp4
165,preamble,3,1,0,0.9328466057777405,107,0,7-1T6.mp4
168,preamble,3,0,1,0.020429106429219246,107,0,7-1T6.mp4
171,preamble,3,1,1,0.020429106429219246,107,1,7-1T6.mp4
175,preamble,3,1,0,1.0129437446594238,107,0,7-1T6.mp4
